food_id,name,category,serving_g,calories_kcal,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,iron_mg,calcium_mg,vitaminA_ug,per100_protein_g,per100_fat_g,per100_carbs_g,per100_fiber_g,per100_sugar_g,per100_sodium_mg,per100_iron_mg,per100_calcium_mg,per100_vitaminA_ug
KF0011,Lentils (half cup),legume,158,196.7,11.07,1.97,16.29,2.24,5.93,1.0,0.61,20.5,16.5,7.006329113924051,1.2468354430379747,10.310126582278482,1.417721518987342,3.7531645569620253,0.6329113924050633,0.3860759493670886,12.974683544303797,10.443037974683545
KF0012,Chana (Chickpea) (1 cup),legume,161,219.4,8.9,2.97,20.05,1.39,8.83,1.0,0.69,3.7,0.0,5.527950310559007,1.84472049689441,12.453416149068323,0.8633540372670807,5.484472049689441,0.6211180124223602,0.42857142857142855,2.298136645962733,0.0
KF0013,Sukuma Wiki (1 serving),vegetable,89,17.0,0.97,0.87,1.67,0.1,0.85,15.0,0.55,1.0,0.0,1.0898876404494382,0.9775280898876404,1.8764044943820224,0.11235955056179775,0.9550561797752809,16.853932584269664,0.6179775280898877,1.1235955056179776,0.0
KF0014,Spinach (1 cup),vegetable,94,36.7,2.35,0.16,6.75,0.79,3.14,1.0,1.06,8.8,0.0,2.5,0.1702127659574468,7.180851063829787,0.8404255319148937,3.3404255319148937,1.0638297872340425,1.127659574468085,9.361702127659576,0.0
KF0015,Kale (1 serving),vegetable,84,22.8,1.54,0.1,4.85,0.92,3.38,9.2,0.1,23.2,61.8,1.8333333333333333,0.11904761904761904,5.773809523809523,1.0952380952380953,4.023809523809524,10.95238095238095,0.11904761904761904,27.61904761904762,73.57142857142857
KF0016,Cabbage (piece),vegetable,55,29.7,1.76,1.1,8.64,1.13,7.56,5.9,0.1,4.7,0.0,3.2,2.0000000000000004,15.709090909090909,2.0545454545454542,13.745454545454546,10.727272727272727,0.18181818181818182,8.545454545454545,0.0
KF0017,Mukimo Greens (half cup),vegetable,84,32.3,2.61,0.33,6.57,0.96,0.0,8.4,0.52,3.3,12.0,3.107142857142857,0.39285714285714285,7.821428571428571,1.1428571428571428,0.0,10.0,0.6190476190476191,3.9285714285714284,14.285714285714286
KF0018,Tomato (half cup),vegetable,68,24.4,0.75,0.59,6.64,0.86,1.33,6.5,0.52,1.0,78.6,1.1029411764705883,0.8676470588235294,9.764705882352942,1.2647058823529411,1.9558823529411764,9.558823529411764,0.7647058823529411,1.4705882352941178,115.58823529411764
KF0019,Onion (1 serving),vegetable,93,20.5,0.5,0.73,3.82,0.1,0.76,1.0,0.56,1.0,39.8,0.5376344086021505,0.7849462365591398,4.10752688172043,0.10752688172043011,0.8172043010752689,1.075268817204301,0.6021505376344087,1.075268817204301,42.79569892473118
KF0020,Banana (piece),fruit,180,97.5,0.93,0.29,11.61,1.46,1.66,9.3,0.1,11.2,6.2,0.5166666666666667,0.1611111111111111,6.45,0.8111111111111111,0.9222222222222223,5.166666666666667,0.05555555555555555,6.222222222222222,3.4444444444444446
KF0021,Mango (piece),fruit,121,88.1,2.49,0.82,13.44,0.33,5.66,1.0,0.46,1.0,0.8,2.0578512396694215,0.6776859504132231,11.107438016528926,0.2727272727272727,4.677685950413223,0.8264462809917356,0.38016528925619836,0.8264462809917356,0.6611570247933884
KF0022,Avocado (slice),fruit,145,53.4,0.99,0.59,7.16,1.0,6.07,7.3,0.7,1.3,16.9,0.6827586206896552,0.4068965517241379,4.937931034482759,0.6896551724137931,4.186206896551724,5.0344827586206895,0.4827586206896552,0.896551724137931,11.655172413793101
KF0023,Papaya (half cup),fruit,112,144.7,1.19,0.1,31.1,2.46,12.28,1.0,0.1,17.3,115.9,1.0625,0.08928571428571429,27.767857142857142,2.1964285714285716,10.964285714285714,0.8928571428571429,0.08928571428571429,15.446428571428571,103.48214285714286
KF0024,Orange (100g),fruit,106,106.2,1.65,1.47,18.01,2.01,8.06,6.5,0.55,9.3,69.9,1.5566037735849056,1.3867924528301887,16.990566037735853,1.8962264150943393,7.60377358490566,6.132075471698113,0.518867924528302,8.773584905660378,65.9433962264151
KF0025,Guava (1 serving),fruit,183,58.8,1.11,0.79,5.0,0.64,1.07,2.9,0.1,1.0,78.0,0.6065573770491804,0.43169398907103823,2.73224043715847,0.34972677595628415,0.5846994535519126,1.5846994535519126,0.0546448087431694,0.546448087431694,42.622950819672134
KF0026,Beef (stew) (slice),meat,99,109.6,24.53,2.0,0.95,0.79,3.19,21.9,0.32,8.1,49.4,24.77777777777778,2.0202020202020203,0.9595959595959596,0.797979797979798,3.2222222222222223,22.12121212121212,0.32323232323232326,8.181818181818182,49.898989898989896
KF0027,Goat (roast) (piece),meat,73,212.3,31.87,17.15,0.86,0.1,0.0,1.7,1.48,1.0,0.0,43.657534246575345,23.493150684931503,1.178082191780822,0.136986301369863,0.0,2.328767123287671,2.0273972602739727,1.36986301369863,0.0
KF0028,Chicken (fried) (1 cup),meat,116,177.7,31.39,2.0,2.41,0.1,2.77,1.0,0.73,10.3,0.0,27.060344827586206,1.7241379310344827,2.0775862068965516,0.08620689655172414,2.3879310344827585,0.8620689655172413,0.6293103448275862,8.879310344827585,0.0
KF0029,Chicken (boiled) (100g),meat,149,250.6,20.05,10.07,0.35,0.24,0.0,1.0,0.57,7.0,0.0,13.456375838926174,6.758389261744966,0.2348993288590604,0.1610738255033557,0.0,0.6711409395973155,0.38255033557046975,4.697986577181208,0.0
KF0030,Tilapia (slice),fish,115,159.4,14.69,9.16,0.95,0.1,0.0,15.7,0.15,19.9,128.3,12.773913043478261,7.965217391304348,0.8260869565217391,0.08695652173913043,0.0,13.652173913043478,0.13043478260869565,17.304347826086953,111.56521739130436
KF0031,Nile Perch (100g),fish,102,147.0,18.59,7.81,0.5,0.69,1.35,9.9,0.23,1.0,0.0,18.225490196078432,7.6568627450980395,0.49019607843137253,0.6764705882352942,1.3235294117647058,9.705882352941176,0.22549019607843138,0.9803921568627451,0.0
KF0032,Sardines (canned) (piece),fish,121,216.1,25.0,7.33,0.0,0.14,0.0,7.2,0.1,1.0,0.0,20.66115702479339,6.0578512396694215,0.0,0.11570247933884299,0.0,5.950413223140496,0.08264462809917356,0.8264462809917356,0.0
KF0033,Omena (small fish) (1 serving),fish,106,132.7,20.46,5.05,0.0,0.23,0.0,1.0,0.1,1.0,0.0,19.30188679245283,4.764150943396227,0.0,0.2169811320754717,0.0,0.9433962264150944,0.09433962264150944,0.9433962264150944,0.0
KF0034,Milk (whole) (1 serving),dairy,133,80.5,3.2,1.94,7.42,1.08,2.78,21.5,0.43,11.2,0.0,2.406015037593985,1.4586466165413534,5.578947368421052,0.8120300751879699,2.0902255639097747,16.165413533834588,0.3233082706766917,8.421052631578947,0.0
KF0035,Yoghurt (1 serving),dairy,195,418.3,6.15,13.74,16.11,1.74,8.29,17.2,0.1,23.1,68.0,3.1538461538461537,7.046153846153846,8.261538461538462,0.8923076923076924,4.25128205128205,8.820512820512821,0.05128205128205128,11.846153846153847,34.87179487179487
KF0036,Cheese (local) (slice),dairy,232,180.4,3.2,2.53,8.75,1.14,5.09,30.4,0.1,7.6,69.4,1.3793103448275863,1.0905172413793103,3.771551724137931,0.4913793103448275,2.1939655172413794,13.10344827586207,0.04310344827586207,3.2758620689655173,29.91379310344828
KF0037,Roasted Groundnuts (piece),snack,74,277.6,3.31,27.24,28.93,3.59,10.99,26.5,0.36,6.9,74.2,4.472972972972973,36.810810810810814,39.0945945945946,4.851351351351352,14.85135135135135,35.810810810810814,0.4864864864864865,9.324324324324325,100.27027027027027
KF0038,Sambusa (100g),snack,97,125.9,1.0,10.38,8.17,1.18,5.52,15.7,0.69,1.0,0.0,1.0309278350515463,10.70103092783505,8.422680412371134,1.2164948453608246,5.690721649484536,16.185567010309278,0.711340206185567,1.0309278350515463,0.0
KF0039,Kales (fried) (slice),snack,89,156.8,8.37,3.35,24.03,2.34,9.5,4.0,0.35,11.0,0.0,9.40449438202247,3.764044943820225,27.0,2.6292134831460676,10.674157303370787,4.49438202247191,0.39325842696629215,12.359550561797754,0.0
KF0040,Fried Chips (100g),snack,80,104.3,6.51,8.98,6.34,1.16,2.18,14.2,0.7,24.1,72.9,8.1375,11.225,7.925,1.4499999999999997,2.7250000000000005,17.75,0.875,30.125,91.12500000000001
KF0041,Black Tea (1 serving),beverage,298,336.5,2.9,4.64,15.28,1.47,5.78,11.1,0.43,1.0,0.0,0.9731543624161074,1.5570469798657716,5.12751677852349,0.49328859060402686,1.9395973154362416,3.7248322147651005,0.14429530201342283,0.33557046979865773,0.0
KF0042,Chai (tea+milk) (100g),beverage,84,111.7,9.79,3.24,16.54,1.72,7.91,9.7,0.1,12.2,0.0,11.654761904761903,3.857142857142857,19.69047619047619,2.0476190476190474,9.416666666666666,11.547619047619046,0.11904761904761904,14.523809523809524,0.0
KF0043,Fresh Juice (slice),beverage,212,141.8,1.0,4.62,5.0,0.33,0.0,18.4,0.1,25.6,0.0,0.4716981132075472,2.1792452830188678,2.358490566037736,0.15566037735849056,0.0,8.679245283018867,0.04716981132075472,12.075471698113208,0.0
KF0044,Ugali (1 serving),staple,199,211.6,5.6,3.92,13.94,1.25,3.45,21.0,0.1,4.8,0.0,2.814070351758794,1.9698492462311559,7.005025125628141,0.628140703517588,1.7336683417085428,10.552763819095478,0.05025125628140704,2.4120603015075375,0.0
KF0045,Githeri (1 cup),staple,173,308.1,6.69,2.35,31.16,3.4,13.71,1.0,0.99,1.6,49.6,3.867052023121387,1.3583815028901733,18.01156069364162,1.9653179190751444,7.92485549132948,0.5780346820809249,0.5722543352601156,0.9248554913294798,28.670520231213874
KF0046,Rice (1 cup),staple,125,211.9,2.64,3.78,32.08,2.38,12.73,2.9,0.1,5.4,0.0,2.112,3.024,25.664,1.904,10.184,2.32,0.08,4.32,0.0
KF0047,Chapati (100g),staple,131,272.9,5.66,4.04,36.08,3.25,18.08,1.0,0.1,6.4,17.2,4.320610687022901,3.0839694656488548,27.541984732824428,2.480916030534351,13.80152671755725,0.7633587786259542,0.07633587786259542,4.885496183206107,13.129770992366412
KF0048,Mandazi (slice),staple,197,306.3,3.38,1.52,32.7,3.05,13.67,10.8,0.29,21.6,79.7,1.715736040609137,0.7715736040609137,16.598984771573605,1.5482233502538072,6.939086294416244,5.482233502538071,0.14720812182741114,10.964467005076141,40.45685279187817
KF0049,Sorghum Ugali (1 serving),staple,134,294.3,4.83,3.09,45.26,4.88,21.42,35.0,0.1,1.0,0.0,3.6044776119402986,2.3059701492537314,33.776119402985074,3.6417910447761193,15.985074626865671,26.119402985074625,0.07462686567164178,0.746268656716418,0.0
KF0050,Maize Porridge (half cup),staple,151,188.6,6.15,4.93,11.69,0.73,3.35,20.1,0.2,13.4,48.4,4.072847682119205,3.2649006622516556,7.741721854304636,0.48344370860927155,2.218543046357616,13.311258278145697,0.13245033112582782,8.874172185430464,32.05298013245033
KF0051,Beans (slice),legume,128,146.5,12.49,0.72,14.9,1.53,5.24,9.8,0.6,13.3,0.0,9.7578125,0.5625,11.640625,1.1953125,4.09375,7.656250000000001,0.46875,10.390625,0.0
KF0052,Cowpeas (slice),legume,115,197.1,18.93,4.12,13.89,1.15,5.6,3.6,1.01,9.1,104.6,16.46086956521739,3.582608695652174,12.078260869565218,0.9999999999999999,4.869565217391305,3.130434782608696,0.8782608695652174,7.913043478260869,90.95652173913044
KF0053,Green grams (piece),legume,144,194.9,7.33,0.5,25.01,2.59,13.97,3.0,0.51,19.3,57.2,5.090277777777778,0.3472222222222222,17.368055555555557,1.7986111111111112,9.70138888888889,2.0833333333333335,0.3541666666666667,13.402777777777779,39.72222222222222
KF0054,Lentils (100g),legume,151,183.9,13.91,1.06,16.38,1.39,7.18,1.1,0.13,1.0,53.0,9.211920529801324,0.7019867549668874,10.847682119205299,0.9205298013245033,4.754966887417218,0.728476821192053,0.08609271523178808,0.6622516556291391,35.09933774834437
KF0055,Chana (Chickpea) (1 serving),legume,120,217.9,11.43,3.98,23.96,2.29,8.16,1.0,0.1,6.3,72.0,9.525,3.316666666666667,19.966666666666665,1.9083333333333334,6.8,0.8333333333333334,0.08333333333333333,5.25,60.0
KF0056,Sukuma Wiki (1 cup),vegetable,54,27.4,1.84,1.04,8.41,0.1,1.84,10.2,0.26,3.7,50.1,3.4074074074074074,1.9259259259259258,15.574074074074074,0.18518518518518517,3.4074074074074074,18.888888888888886,0.48148148148148145,6.851851851851852,92.77777777777777
KF0057,Spinach (1 serving),vegetable,67,14.9,3.35,0.34,1.16,0.1,0.0,1.0,0.94,7.4,143.3,5.0,0.5074626865671642,1.7313432835820894,0.14925373134328357,0.0,1.492537313432836,1.4029850746268657,11.044776119402986,213.8805970149254
KF0058,Kale (100g),vegetable,64,18.4,3.09,1.12,1.0,0.1,0.0,1.3,0.1,1.0,0.0,4.828125,1.7500000000000002,1.5625,0.15625,0.0,2.03125,0.15625,1.5625,0.0
KF0059,Cabbage (1 cup),vegetable,109,12.1,1.23,0.19,1.0,1.39,0.62,13.1,0.1,6.1,128.3,1.128440366972477,0.1743119266055046,0.9174311926605505,1.275229357798165,0.5688073394495413,12.01834862385321,0.09174311926605505,5.5963302752293576,117.70642201834865
KF0060,Mukimo Greens (piece),vegetable,97,52.6,2.42,0.36,9.75,0.45,2.99,2.4,0.91,11.2,76.4,2.4948453608247423,0.3711340206185567,10.051546391752577,0.4639175257731959,3.082474226804124,2.4742268041237114,0.9381443298969072,11.54639175257732,78.76288659793815
KF0061,Tomato (100g),vegetable,60,17.8,3.32,0.1,3.55,0.73,0.0,17.5,0.1,1.0,6.4,5.533333333333333,0.16666666666666666,5.916666666666667,1.2166666666666666,0.0,29.166666666666668,0.16666666666666666,1.6666666666666667,10.666666666666666
KF0062,Onion (1 serving),vegetable,84,54.9,0.5,0.93,12.84,1.81,3.1,1.0,0.2,19.8,138.2,0.5952380952380952,1.1071428571428572,15.285714285714286,2.1547619047619047,3.6904761904761907,1.1904761904761905,0.23809523809523808,23.571428571428573,164.5238095238095
KF0063,Banana (piece),fruit,71,73.8,2.4,0.86,21.86,1.95,9.54,21.2,0.67,1.0,50.8,3.380281690140845,1.2112676056338028,30.788732394366196,2.7464788732394365,13.436619718309858,29.859154929577464,0.9436619718309859,1.408450704225352,71.54929577464789
KF0064,Mango (1 cup),fruit,144,108.3,2.07,0.69,15.07,1.45,5.69,17.1,0.27,8.5,53.3,1.4374999999999998,0.4791666666666667,10.465277777777779,1.0069444444444444,3.951388888888889,11.875000000000002,0.1875,5.902777777777778,37.013888888888886
KF0065,Avocado (piece),fruit,118,52.6,1.38,0.1,10.17,1.16,3.65,8.7,0.1,1.0,0.0,1.1694915254237288,0.0847457627118644,8.61864406779661,0.983050847457627,3.093220338983051,7.372881355932202,0.0847457627118644,0.847457627118644,0.0
KF0066,Papaya (slice),fruit,66,46.5,2.29,0.85,13.61,1.08,6.39,14.7,0.39,1.0,0.0,3.4696969696969697,1.2878787878787878,20.62121212121212,1.6363636363636365,9.681818181818182,22.272727272727273,0.5909090909090909,1.5151515151515151,0.0
KF0067,Orange (half cup),fruit,126,177.9,1.61,1.14,31.62,3.56,14.04,5.4,0.2,7.1,68.8,1.2777777777777777,0.9047619047619047,25.095238095238095,2.8253968253968256,11.142857142857142,4.285714285714286,0.15873015873015872,5.634920634920635,54.6031746031746
KF0068,Guava (100g),fruit,123,134.3,1.28,0.72,23.73,2.27,11.19,4.2,0.1,12.1,0.0,1.0406504065040652,0.5853658536585366,19.29268292682927,1.8455284552845528,9.097560975609756,3.4146341463414633,0.08130081300813008,9.83739837398374,0.0
KF0069,Beef (stew) (1 cup),meat,150,286.2,10.0,19.79,0.45,0.77,0.0,6.8,0.92,14.8,76.9,6.666666666666667,13.193333333333333,0.3,0.5133333333333333,0.0,4.533333333333333,0.6133333333333333,9.866666666666667,51.26666666666667
KF0070,Goat (roast) (1 cup),meat,141,285.6,31.39,8.9,0.58,0.76,3.68,1.4,0.37,16.6,136.4,22.26241134751773,6.3120567375886525,0.4113475177304964,0.5390070921985816,2.6099290780141846,0.9929078014184397,0.2624113475177305,11.773049645390072,96.73758865248227
KF0071,Chicken (fried) (piece),meat,119,249.5,29.72,9.29,0.37,0.37,2.57,9.6,0.43,1.0,0.0,24.974789915966387,7.806722689075629,0.31092436974789917,0.31092436974789917,2.1596638655462184,8.067226890756302,0.36134453781512604,0.8403361344537815,0.0
KF0072,Chicken (boiled) (piece),meat,74,159.5,26.25,11.1,1.33,0.1,0.0,11.0,0.46,1.0,47.5,35.472972972972975,15.0,1.7972972972972974,0.13513513513513514,0.0,14.864864864864865,0.6216216216216216,1.3513513513513513,64.1891891891892
KF0073,Tilapia (piece),fish,100,204.7,25.98,12.19,0.0,0.17,0.0,1.0,0.1,23.9,85.0,25.98,12.19,0.0,0.17,0.0,1.0,0.1,23.9,85.0
KF0074,Nile Perch (1 serving),fish,114,142.0,18.42,5.58,0.0,0.1,0.76,3.0,0.1,12.8,0.0,16.157894736842106,4.894736842105263,0.0,0.08771929824561403,0.6666666666666666,2.6315789473684212,0.08771929824561403,11.228070175438596,0.0
KF0075,Sardines (canned) (100g),fish,97,205.0,21.92,12.75,0.72,1.34,0.0,1.0,0.51,10.5,157.7,22.5979381443299,13.144329896907216,0.7422680412371134,1.3814432989690721,0.0,1.0309278350515463,0.5257731958762887,10.824742268041238,162.57731958762884
KF0076,Omena (small fish) (half cup),fish,101,162.7,24.73,6.94,0.12,0.1,0.0,1.0,0.1,9.8,93.2,24.485148514851485,6.871287128712871,0.1188118811881188,0.09900990099009901,0.0,0.9900990099009901,0.09900990099009901,9.702970297029704,92.27722772277228
KF0077,Milk (whole) (100g),dairy,185,259.7,5.93,9.98,6.67,0.88,3.27,12.7,0.2,16.5,0.0,3.2054054054054055,5.394594594594595,3.6054054054054054,0.4756756756756757,1.7675675675675675,6.864864864864865,0.10810810810810811,8.91891891891892,0.0
KF0078,Yoghurt (100g),dairy,203,346.7,14.49,6.77,12.58,1.37,5.41,30.8,0.17,12.2,98.6,7.137931034482759,3.334975369458128,6.197044334975369,0.6748768472906403,2.665024630541872,15.172413793103448,0.08374384236453201,6.009852216748769,48.57142857142857
KF0079,Cheese (local) (slice),dairy,177,233.2,9.47,5.58,11.97,1.08,7.56,9.1,0.77,18.8,188.0,5.350282485875707,3.152542372881356,6.762711864406779,0.6101694915254238,4.271186440677966,5.141242937853107,0.4350282485875706,10.621468926553673,106.21468926553672
KF0080,Roasted Groundnuts (1 serving),snack,84,199.5,1.0,16.39,18.69,2.41,4.92,10.9,0.1,3.6,61.9,1.1904761904761905,19.511904761904763,22.250000000000004,2.869047619047619,5.857142857142857,12.976190476190476,0.11904761904761904,4.285714285714286,73.69047619047619
KF0081,Sambusa (1 cup),snack,103,216.6,3.55,9.87,25.78,1.65,9.46,26.6,0.1,1.0,61.2,3.4466019417475726,9.58252427184466,25.02912621359223,1.6019417475728155,9.184466019417476,25.825242718446603,0.0970873786407767,0.970873786407767,59.41747572815534
KF0082,Kales (fried) (100g),snack,110,269.5,8.35,14.06,19.18,2.15,8.53,19.5,0.39,15.6,25.7,7.590909090909091,12.781818181818181,17.436363636363637,1.9545454545454546,7.754545454545453,17.727272727272727,0.35454545454545455,14.181818181818182,23.363636363636363
KF0083,Fried Chips (piece),snack,139,285.6,6.1,2.52,35.01,3.21,13.31,1.7,0.55,1.0,167.2,4.388489208633094,1.8129496402877698,25.18705035971223,2.3093525179856114,9.575539568345324,1.223021582733813,0.3956834532374101,0.7194244604316546,120.28776978417267
KF0084,Black Tea (100g),beverage,180,382.4,3.51,7.07,34.78,2.93,14.47,9.8,0.19,1.0,0.0,1.95,3.9277777777777776,19.322222222222223,1.6277777777777778,8.03888888888889,5.444444444444445,0.10555555555555556,0.5555555555555556,0.0
KF0085,Chai (tea+milk) (1 serving),beverage,183,189.7,1.0,3.73,15.38,2.13,5.16,15.2,0.23,1.0,0.0,0.546448087431694,2.0382513661202184,8.404371584699453,1.1639344262295082,2.819672131147541,8.306010928961749,0.12568306010928962,0.546448087431694,0.0
KF0086,Fresh Juice (100g),beverage,227,383.3,7.77,4.18,26.19,2.3,11.53,8.9,0.47,10.1,94.0,3.4229074889867843,1.841409691629956,11.537444933920705,1.0132158590308369,5.079295154185022,3.920704845814978,0.20704845814977973,4.4493392070484585,41.409691629955944
KF0087,Ugali (half cup),staple,153,333.5,3.7,5.13,37.6,3.96,18.31,11.3,0.26,1.0,0.0,2.418300653594771,3.3529411764705883,24.575163398692812,2.588235294117647,11.967320261437907,7.38562091503268,0.16993464052287582,0.6535947712418301,0.0
KF0088,Githeri (half cup),staple,183,205.9,5.8,1.52,19.51,3.5,7.54,7.4,0.1,1.0,48.6,3.169398907103825,0.8306010928961749,10.661202185792352,1.9125683060109289,4.120218579234972,4.043715846994536,0.0546448087431694,0.546448087431694,26.557377049180328
KF0089,Rice (1 serving),staple,161,347.2,3.28,5.65,35.18,2.9,11.87,17.2,0.51,18.5,0.0,2.0372670807453415,3.5093167701863353,21.850931677018632,1.8012422360248448,7.372670807453416,10.683229813664596,0.3167701863354037,11.490683229813664,0.0
KF0090,Chapati (100g),staple,148,227.4,5.7,0.5,34.8,2.71,15.79,13.7,0.42,1.0,142.6,3.8513513513513513,0.33783783783783783,23.51351351351351,1.8310810810810811,10.66891891891892,9.256756756756756,0.28378378378378377,0.6756756756756757,96.35135135135135
KF0091,Mandazi (100g),staple,159,224.1,1.52,2.4,27.67,2.69,12.66,1.0,0.27,1.0,35.5,0.9559748427672956,1.509433962264151,17.40251572327044,1.6918238993710693,7.962264150943396,0.6289308176100629,0.16981132075471697,0.6289308176100629,22.32704402515723
KF0092,Sorghum Ugali (100g),staple,147,292.0,6.31,0.5,43.73,4.1,18.14,12.0,0.1,1.0,166.1,4.292517006802721,0.3401360544217687,29.74829931972789,2.789115646258503,12.34013605442177,8.16326530612245,0.06802721088435375,0.6802721088435374,112.99319727891157
KF0093,Maize Porridge (1 serving),staple,103,183.2,6.25,4.2,26.58,2.48,10.11,11.8,0.82,8.1,44.4,6.067961165048544,4.077669902912621,25.805825242718445,2.407766990291262,9.815533980582524,11.45631067961165,0.7961165048543689,7.864077669902913,43.10679611650485
KF0094,Beans (1 cup),legume,145,161.6,10.13,0.5,16.9,2.0,7.05,1.0,0.24,17.9,167.7,6.9862068965517246,0.3448275862068966,11.655172413793101,1.3793103448275863,4.862068965517241,0.6896551724137931,0.16551724137931034,12.344827586206895,115.65517241379311
KF0095,Cowpeas (piece),legume,143,234.7,9.6,3.63,22.72,1.22,13.49,1.0,0.62,1.0,61.5,6.713286713286713,2.5384615384615383,15.888111888111888,0.8531468531468531,9.433566433566433,0.6993006993006993,0.43356643356643354,0.6993006993006993,43.00699300699301
KF0096,Green grams (piece),legume,123,191.3,10.65,3.31,18.86,2.13,7.77,8.6,1.22,4.5,26.1,8.658536585365853,2.6910569105691056,15.333333333333334,1.7317073170731707,6.317073170731708,6.991869918699187,0.991869918699187,3.658536585365854,21.21951219512195
KF0097,Lentils (1 cup),legume,144,204.0,10.54,3.13,18.44,2.26,10.1,1.0,0.37,1.0,84.5,7.319444444444445,2.173611111111111,12.805555555555557,1.5694444444444442,7.013888888888889,0.6944444444444444,0.2569444444444444,0.6944444444444444,58.68055555555556
KF0098,Chana (Chickpea) (1 serving),legume,145,200.3,7.64,3.35,21.81,2.11,8.18,12.5,0.4,12.6,88.4,5.268965517241379,2.310344827586207,15.041379310344828,1.4551724137931035,5.641379310344828,8.620689655172415,0.27586206896551724,8.689655172413794,60.96551724137931
KF0099,Sukuma Wiki (slice),vegetable,63,13.4,3.59,0.1,1.68,0.1,0.0,1.0,0.1,18.1,130.8,5.698412698412699,0.15873015873015872,2.6666666666666665,0.15873015873015872,0.0,1.5873015873015872,0.15873015873015872,28.730158730158735,207.61904761904765
KF0100,Spinach (half cup),vegetable,130,60.8,2.06,0.54,7.87,0.2,2.92,1.0,0.81,1.0,118.4,1.5846153846153845,0.4153846153846154,6.053846153846154,0.15384615384615385,2.246153846153846,0.7692307692307693,0.6230769230769231,0.7692307692307693,91.07692307692308
KF0101,Kale (half cup),vegetable,79,30.7,1.81,0.78,7.18,0.7,1.44,1.0,0.2,12.8,0.6,2.2911392405063293,0.9873417721518988,9.08860759493671,0.8860759493670886,1.8227848101265822,1.2658227848101267,0.25316455696202533,16.20253164556962,0.759493670886076
KF0102,Cabbage (1 cup),vegetable,92,28.8,3.56,0.1,3.85,0.42,2.03,8.9,0.33,1.0,4.7,3.869565217391304,0.10869565217391304,4.184782608695652,0.45652173913043476,2.2065217391304346,9.673913043478262,0.358695652173913,1.0869565217391304,5.108695652173913
